Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1785630979,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1785630980,5,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1785630981,10,,Aggregated,0.000000,0.000000,110,320,360,420,690,700,700,700,700,700,700,14,0,110,215.44425714221558,15.021000002889195,695.6934999980149,0.0
1785630982,15,,Aggregated,0.000000,0.000000,110,320,420,440,690,700,700,700,700,700,700,20,0,110,214.1416049997133,15.021000002889195,695.6934999980149,0.0
1785630983,20,,Aggregated,0.000000,0.000000,110,250,420,440,690,700,1000,1000,1000,1000,1000,32,0,110,222.80679687446536,9.759199998370605,1020.4131999998935,0.0
1785630984,20,,Aggregated,6.000000,0.000000,110,310,420,500,700,750,1000,1000,1000,1000,1000,50,0,110,233.00280199953704,9.021500001836102,1020.4131999998935,0.0
1785630985,20,,Aggregated,6.000000,0.000000,110,320,420,470,700,960,1100,1500,1500,1500,1500,66,0,110,259.45302121170135,5.515400000149384,1498.3264000002237,0.0
1785630986,20,,Aggregated,8.800000,0.000000,100,280,420,470,700,960,1100,1500,1500,1500,1500,86,0,90,251.16641395318365,5.515400000149384,1498.3264000002237,0.0
1785630987,20,,Aggregated,9.333333,0.000000,100,250,420,500,750,990,1100,1500,1500,1500,1500,98,0,90,252.08312857110434,5.515400000149384,1498.3264000002237,0.0
1785630988,20,,Aggregated,10.571429,0.000000,100,300,440,500,720,960,1100,1100,1500,1500,1500,114,0,90,253.68636228041285,5.515400000149384,1498.3264000002237,0.0
1785630989,20,,Aggregated,11.000000,0.000000,90,290,420,480,720,960,1100,1400,1500,1500,1500,130,0,77,249.55254615359502,5.515400000149384,1498.3264000002237,0.0
1785630990,20,,Aggregated,11.555556,0.000000,90,290,420,500,730,990,1400,1500,1900,1900,1900,140,0,77,260.84253999984605,5.515400000149384,1944.8465999994369,0.0
1785630991,20,,Aggregated,12.000000,0.000000,90,290,420,500,750,990,1400,1900,2900,2900,2900,160,0,77,270.20091999988836,5.515400000149384,2897.2828000005393,0.0
1785630992,20,,Aggregated,13.000000,0.000000,90,280,400,470,720,960,1400,1900,2900,2900,2900,174,0,77,260.57614999994803,5.515400000149384,2897.2828000005393,0.0
1785630993,20,,Aggregated,14.600000,0.000000,77,280,390,470,710,940,1400,1900,2900,2900,2900,188,0,33,251.6742047872035,5.515400000149384,2897.2828000005393,0.0
1785630994,20,,Aggregated,14.400000,0.000000,77,280,400,470,720,940,1100,1500,2900,2900,2900,202,0,33,257.83931732668395,5.515400000149384,2897.2828000005393,0.0
1785630995,20,,Aggregated,15.200000,0.000000,72,280,390,470,730,990,1100,1500,2900,2900,2900,218,0,33,254.3113004586645,5.515400000149384,2897.2828000005393,0.0
1785630996,20,,Aggregated,15.200000,0.000000,52,280,390,470,710,940,1100,1500,2900,2900,2900,242,0,33,249.9205438015609,5.515400000149384,2897.2828000005393,0.0
1785630997,20,,Aggregated,14.800000,0.000000,52,280,380,460,710,940,1100,1500,2900,2900,2900,254,0,33,246.0108381889059,5.515400000149384,2897.2828000005393,0.0
1785630998,20,,Aggregated,15.200000,0.000000,52,280,380,440,710,930,1100,1500,2900,2900,2900,270,0,33,241.60107814804414,5.515400000149384,2897.2828000005393,0.0
1785630999,20,,Aggregated,15.600000,0.000000,52,280,370,420,700,930,1100,1500,2900,2900,2900,288,0,33,236.81886701379224,5.515400000149384,2897.2828000005393,0.0
1785631000,20,,Aggregated,15.200000,0.000000,52,270,370,420,700,930,1100,1400,2900,2900,2900,308,0,33,232.44685259730915,5.515400000149384,2897.2828000005393,0.0
1785631001,20,,Aggregated,15.800000,0.000000,52,260,360,420,690,920,1100,1400,2900,2900,2900,324,0,33,229.31321450609917,5.515400000149384,2897.2828000005393,0.0
1785631002,20,,Aggregated,16.600000,0.000000,52,250,350,400,690,920,1100,1400,2900,2900,2900,334,0,33,225.9205715568014,5.515400000149384,2897.2828000005393,0.0
1785631003,20,,Aggregated,16.400000,0.000000,52,260,370,430,700,930,1100,1500,2900,2900,2900,354,0,33,232.93246242932284,5.515400000149384,2897.2828000005393,0.0
1785631004,20,,Aggregated,16.400000,0.000000,52,260,370,430,700,930,1100,1500,2900,2900,2900,368,0,33,232.7827978259966,5.515400000149384,2897.2828000005393,0.0
1785631005,20,,Aggregated,16.200000,0.000000,52,260,370,420,700,930,1100,1500,2900,2900,2900,378,0,33,231.82228835971077,5.515400000149384,2897.2828000005393,0.0
1785631006,20,,Aggregated,16.000000,0.000000,47,260,370,420,690,920,1100,1500,2900,2900,2900,394,0,33,229.5504512689897,5.515400000149384,2897.2828000005393,0.0
1785631007,20,,Aggregated,16.800000,0.000000,47,260,370,420,690,920,1100,1500,2900,2900,2900,412,0,33,230.05715970870793,5.515400000149384,2897.2828000005393,0.0
1785631008,20,,Aggregated,15.400000,0.000000,47,260,360,420,690,920,1100,1500,2900,2900,2900,424,0,33,229.073277122595,5.515400000149384,2897.2828000005393,0.0
1785631009,20,,Aggregated,16.000000,0.000000,47,260,360,400,660,920,1100,1500,2900,2900,2900,446,0,33,226.6065636771021,5.515400000149384,2897.2828000005393,0.0
1785631010,20,,Aggregated,15.800000,0.000000,47,260,350,400,660,920,1100,1500,2900,2900,2900,458,0,33,225.37499541481358,5.515400000149384,2897.2828000005393,0.0
1785631011,20,,Aggregated,15.200000,0.000000,47,260,360,400,660,870,1100,1500,2900,2900,2900,472,0,33,224.0532953389478,5.515400000149384,2897.2828000005393,0.0
